鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),現況格局-房,現況格局-廳,現況格局-衛,現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
東區,地+建+車,慈濟路181～210號,27.143,住27.143,,,10412,土地1建物1車位2,A十八層=124.70,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,247.11,4房,2廳,2衛,有隔間,有管理組織,19220000,257121,坡道平面,30.89,0,無
北區,地+建+車,凌雲街31～60號,48.982,住48.982,,,10412,土地1建物1車位1,A一層=105.47,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,189.517,3房,2廳,2衛,有隔間,有管理組織,5135267,89575,坡道平面,0,0,因特殊關係向政府機關承購
北區,地+建+車,凌雲街61～90號,45.508,住45.508,,,10412,土地1建物1車位1,A五層=96.46,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,175.82,3房,2廳,2衛,有隔間,有管理組織,4765697,89605,坡道平面,0,0,因特殊關係向政府機關承購
東區,地+建,光復路二段155巷2弄1～30號,23.059,它23.059,,,10411,土地1建物1,A二層=72.92,5層,公寓,住家用，共同使用部份,鋼筋混凝土造,7407,95.814,3房,2廳,2衛,有隔間,無管理組織,5300000,182862,,0,0,無
北區,地+建+車,凌雲街31～60號,53.498,住53.498,,,10412,土地1建物1車位1,A四層=116.63,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,207.029,3房,2廳,2衛,有隔間,有管理組織,5609520,89571,坡道平面,0,0,因特殊關係向政府機關承購
北區,地+建+車,凌雲街31～60號,48.982,住48.982,,,10412,土地1建物1車位1,A一層=105.47,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,189.517,3房,2廳,2衛,有隔間,有管理組織,5135267,89575,坡道平面,0,0,因特殊關係向政府機關承購
北區,地+建+車,凌雲街91～120號,48.982,住48.982,,,10412,土地1建物1車位1,A一層=105.00,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,189.297,3房,2廳,2衛,有隔間,有管理組織,5130670,89599,坡道平面,0,0,因特殊關係向政府機關承購
北區,地+建+車,凌雲街91～120號,48.982,住48.982,,,10412,土地1建物1車位1,A一層=105.00,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,189.297,3房,2廳,2衛,有隔間,有管理組織,5130670,89599,坡道平面,0,0,因特殊關係向政府機關承購
東區,地+建+車,崇和路1～30號,35.555,住35.555,,,10412,土地1建物1車位2,A十七層=165.92,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,311.401,4房,2廳,2衛,有隔間,有管理組織,23900000,253719,坡道平面,32.9,0,無
東區,地+建+車,崇和路1～30號,29.611,住29.611,,,10412,土地1建物1車位2,A十八層=137.62,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,261.792,4房,2廳,2衛,有隔間,有管理組織,20740000,261895,坡道平面,29.18,0,無
東區,地+建+車,崇和路1～30號,29.386,住29.386,,,10412,土地1建物1車位2,A十六層=136.34,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,259.459,4房,2廳,2衛,有隔間,有管理組織,20060000,255586,坡道平面,29.18,0,權利共2人
東區,地+建+車,崇和路1～30號,29.386,住29.386,,,10412,土地1建物1車位2,A十八層=136.34,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,259.459,4房,2廳,2衛,有隔間,有管理組織,20600000,262466,坡道平面,29.18,0,無
香山區,土地,虎林段1171～1200地號,1.626,,特定農業區,農牧1.626,10412,土地1,,,土地,,,,0,,,,有隔間,無管理組織,49000,99636,,0,0,畸零地或有合併使用之交易。
東區,地+建+車,新莊街１８５巷91～120號,19.242,住19.242,,,10411,土地2建物1車位1,A九層=67.81,15層,住宅大樓,見其他登記事項,鋼筋混凝土造,9809,156.146,4房,2廳,2衛,有隔間,有管理組織,11000000,232882,坡道平面,25.24,0,無
香山區,地+建,華江街２９巷31～60號,70.44,,鄉村區,乙建70.44,10412,土地1建物1,A一層=54.00，二層=54.00,2層,透天厝,住家用,加強磚造,7102,108,3房,2廳,2衛,有隔間,無管理組織,2250000,68871,,0,0,無
東區,地+建+車,志平路91～120號,103.396,,山坡地保育區,丙建103.396,10410,土地1建物1車位1,A十層=174.74,14層,住宅大樓,住家用，見其他登記事項,見其他登記事項,9607,250.495,3房,2廳,2衛,有隔間,有管理組織,15500000,204553,坡道平面,0,0,無
東區,土地,復中段511～540地號,37,商37,,,10412,土地1,,,土地,,,,0,,,,有隔間,無管理組織,6877153,614443,,0,0,"不動產之共有人數為２人,向政府機關承購之案件。"
北區,地+建,中山路４０巷1～30號,11.299,商11.299,,,10412,土地1建物1,A四層=66.32,10層,辦公商業大樓,商業用，共同使用部份,鋼筋混凝土造,8006,93.897,,1廳,1衛,有隔間,無管理組織,3300000,116181,,0,0,無
東區,地+建+車,忠孝路31～60號,31.903,它31.903,,,10411,土地1建物1車位1,A九層=111.15,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10106,202.518,4房,1廳,2衛,有隔間,有管理組織,18000000,293821,坡道平面,0,0,無
東區,土地,光華段1321～1350地號,111.678,它111.678,,,10411,土地1,,,土地,,,,0,,,,有隔間,無管理組織,16000000,473615,,0,0,無
香山區,地+建,牛埔南路91～120號,108,商108,,,10410,土地2建物1,A一層=82.06，二層=85.60，三層=53.03,3層,透天厝,住家用,鋼筋混凝土造,6708,220.69,4房,2廳,2衛,有隔間,無管理組織,15000000,224690,,0,0,土地及建物分次登記案件。與土地登記收件字號：283680連件
北區,地+建+車,湳中街1～30號,15.3,住15.3,,,10411,土地1建物1車位1,A七層=79.77,7層,華廈,住家用，共同使用部份,鋼筋混凝土造,8309,125.175,3房,2廳,2衛,有隔間,有管理組織,6380000,168491,升降機械,0,0,無
北區,地+建+車,西大路721～750號,29.165,住29.165,,,10411,土地1建物1車位1,A六層=120.67,8層,華廈,住家用，共同使用部份,鋼筋混凝土造,,195.96,3房,2廳,2衛,有隔間,有管理組織,7000000,118088,坡道平面,0,0,親友、員工或其他特殊關係間之交易。
東區,地+建,文華里北大路1～30號,6.316,住1.61它0.075,,,10411,土地4建物1,A三層=56.36,14層,住宅大樓,商業用，共同使用部份,鋼筋混凝土造,8501,80.181,3房,2廳,2衛,有隔間,有管理組織,5300000,218514,,0,0,無
東區,地+建,南大路５６７巷1～30號,71.822,住71.822,,,10410,土地2建物1,A一層=39.69，二層=39.69,2層,透天厝,住家用,加強磚造,6407,79.38,4房,2廳,2衛,有隔間,無管理組織,5630000,234462,,0,0,無
香山區,地+建+車,經國路三段９２巷１６弄1～30號,26.992,住26.992,,,10412,土地1建物1車位2,A九層=115.68,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,9908,237.349,3房,2廳,2衛,有隔間,有管理組織,10720000,149308,坡道平面|坡道機械,55.38,0,無
北區,土地,新雅段421～450地號,676.608,,特定農業區,甲建676.608,10412,土地1,,,土地,,,,0,,,,有隔間,無管理組織,9210000,44998,,0,0,無
香山區,土地,長興段241～270地號,36.91,農36.91,,,10411,土地1,,,土地,,,,0,,,,有隔間,無管理組織,136567,12231,,0,0,親友特殊關係間之交易。
東區,地+建,志平路61～90號,318.61,,山坡地保育區,丙建318.61,10412,土地1建物1,A二層=98.61，三層=97.16，一層=118.03，四層=48.77，地下一層=111.13,4層,透天厝,見其他登記事項,鋼筋混凝土造,9311,506.89,7房,3廳,6衛,有隔間,無管理組織,37500000,244564,,0,0,無
東區,土地,介壽段631～660地號,133.04,住133.04,,,10412,土地2,,,土地,,,,0,,,,有隔間,無管理組織,10880000,270347,,0,0,無
香山區,土地,忠孝段421～450地號,42,住42,,,10412,土地2,,,土地,,,,0,,,,有隔間,無管理組織,1575000,123967,,0,0,無
東區,地+建,光復路一段４１巷1～30號,8.649,住8.649,,,10412,土地1建物1,A三層=16.69,7層,套房,見其他登記事項,鋼筋混凝土造,9605,35.628,1房,1廳,1衛,有隔間,無管理組織,1750000,162375,,0,0,朋友間互為房屋買賣，互抵買賣價款。
東區,地+建,高翠路３２７巷８弄31～60號,166,住166,,,10412,土地2建物1,A一層=77.71，二層=77.71，三層=77.71，四層=77.71，見其他登記事項=35.60,4層,透天厝,見其他登記事項,鋼筋混凝土造,10005,405.44,6房,2廳,4衛,有隔間,無管理組織,39800000,324512,,0,0,無
香山區,地+建,牛埔路３４６巷５０弄1～30號,65,住65,,,10412,土地1建物1,A一層=47.85，二層=47.85,2層,透天厝,住家用,加強磚造,6804,95.7,3房,2廳,2衛,有隔間,無管理組織,4300000,148536,,0,0,無
東區,地+建,北大路1～30號,95.48,商65.8,,,10411,土地4建物4,A一層=85.54，二層=85.54，騎樓=25.34,5層,公寓,住家用,鋼筋混凝土造,6707,340.48,7房,1廳,2衛,有隔間,有管理組織,23500000,228166,,0,0,無
香山區,地+建,牛埔路160巷1～30號,14.549,住14.549,,,10411,土地1建物1,A十層=72.90,12層,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8302,108.359,3房,2廳,2衛,有隔間,有管理組織,3100000,94574,,0,0,無
東區,地+建,埔頂路９９巷６８弄1～30號,118,工118,,,10410,土地2建物1,A一層=82.56，二層=82.56，三層=60.92，地下層=80.60,3層,透天厝,住工用,鋼筋混凝土造,8212,355.42,5房,2廳,3衛,有隔間,無管理組織,11600000,107892,,0,0,無
東區,地+建,光復路一段361～390號,92.667,它92.629住0.027,,,10412,土地4建物1,A一層=50.88，二層=49.52，三層=49.42，四層=49.15，地下一層=59.23，見其他登記事項=18.68,15層,透天厝,見其他登記事項,鋼筋混凝土造,9806,309.975,4房,1廳,3衛,有隔間,有管理組織,39000000,415922,,0,0,無
香山區,地+建,中華路六段391～420號,126.63,,山坡地保育區,丙建126.63,10411,土地1建物1,A一層=46.01，二層=46.01，見其他登記事項=8.05,2層,透天厝,見其他登記事項,鋼筋混凝土造,10207,114.5,3房,2廳,5衛,有隔間,無管理組織,11000000,317586,,0,0,無
香山區,地+建,中華路六段391～420號,126.55,,山坡地保育區,丙建126.55,10411,土地1建物1,A一層=46.01，二層=46.01，見其他登記事項=8.05,2層,透天厝,見其他登記事項,鋼筋混凝土造,10207,114.5,3房,2廳,5衛,有隔間,無管理組織,11000000,317586,,0,0,無
東區,地+建,公道五路二段１３０巷７弄1～30號,72,工72,,,10412,土地2建物1,A一層=45.00，二層=49.50，三層=49.50，四層=30.20,4層,透天厝,住工用,鋼筋混凝土造,8302,215.38,5房,2廳,3衛,有隔間,無管理組織,10800000,165765,,0,0,無
香山區,地+建,中華路五段６４８巷８４弄31～60號,85.564,住85.564,,,10412,土地2建物1,A一層=47.97，二層=51.74，三層=51.74，四層=51.74，見其他登記事項=25.33,4層,透天厝,見其他登記事項,鋼筋混凝土造,10408,244.68,3房,2廳,3衛,有隔間,有管理組織,10400000,140511,,0,0,無
香山區,地+建,中華路五段６４８巷８４弄31～60號,121.484,住121.484,,,10412,土地2建物1,A一層=53.29，二層=57.22，三層=57.22，四層=57.22，見其他登記事項=26.31,4層,透天厝,見其他登記事項,鋼筋混凝土造,10408,267.72,3房,2廳,3衛,有隔間,有管理組織,12600000,155584,,0,0,無
北區,地+建+車,北門街181～210號,16.019,商16.019,,,10412,土地1建物1車位1,A八層=86.81,13層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10407,152.97,3房,2廳,2衛,有隔間,有管理組織,13590000,307464,坡道機械,16.53,0,無
北區,地+建+車,北門街181～210號,17.43,商17.43,,,10412,土地1建物1車位1,A九層=86.81,13層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10407,179.405,3房,2廳,2衛,有隔間,有管理組織,13950000,299216,坡道平面,42.96,0,無
香山區,地+建,中華路五段６４８巷８４弄31～60號,91.164,住91.164,,,10412,土地2建物1,A一層=47.97，二層=51.74，三層=51.74，四層=51.74，見其他登記事項=25.33,4層,透天厝,見其他登記事項,鋼筋混凝土造,10408,244.68,3房,2廳,3衛,有隔間,有管理組織,10600000,143213,,0,0,無
香山區,地+建,中華路五段６４８巷８４弄1～30號,79.264,住79.264,,,10412,土地2建物1,A一層=46.12，二層=49.75，三層=49.75，四層=49.75，見其他登記事項=24.65,4層,透天厝,見其他登記事項,鋼筋混凝土造,10408,235.88,3房,2廳,3衛,有隔間,有管理組織,10200000,142950,,0,0,無
香山區,地+建,中華路五段６４８巷８４弄1～30號,90.074,住90.074,,,10412,土地2建物1,A一層=46.46，二層=51.15，三層=51.15，四層=51.15，見其他登記事項=26.58,4層,透天厝,見其他登記事項,鋼筋混凝土造,10408,242.64,3房,2廳,3衛,有隔間,有管理組織,10680000,145507,,0,0,無
香山區,地+建+車,延平路２段９５巷1～30號,37.46,,特定農業區,甲建37.46,10412,土地1建物1車位1,A六層=77.14,6層,華廈,住家用,鋼筋混凝土造,8310,86.53,3房,2廳,2衛,有隔間,有管理組織,4950000,189109,坡道平面,0,0,無
東區,地+建+車,竹蓮街８巷31～60號,36.594,住36.594,,,10410,土地1建物1車位1,A三層=83.06,5層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10402,124.141,3房,1廳,1衛,有隔間,有管理組織,11100000,295586,一樓,8.05,0,無
東區,地+建+車,竹蓮街８巷31～60號,36.594,住36.594,,,10407,土地1建物1車位1,A四層=83.06,5層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10402,124.141,3房,1廳,1衛,有隔間,有管理組織,11180000,297716,一樓,8.05,0,無
東區,地+建+車,竹蓮街８巷1～30號,35.415,住35.415,,,10407,土地1建物1車位1,A二層=79.11,5層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10402,120.063,3房,1廳,1衛,有隔間,有管理組織,10430000,287178,一樓,8.05,0,無
東區,地+建+車,竹蓮街８巷1～30號,35.415,住35.415,,,10407,土地1建物1車位1,A四層=79.11,5層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10402,120.063,3房,1廳,1衛,有隔間,有管理組織,11135000,306589,一樓,8.05,0,無
東區,地+建+車,竹蓮街８巷1～30號,37.879,住37.879,,,10412,土地1建物1車位2,A五層=79.11,5層,華廈,共同使用部份,鋼筋混凝土造,10402,128.121,4房,1廳,1衛,有隔間,有管理組織,13500000,348327,一樓,16.1,0,無
東區,地+建+車,鐵道路一段２８巷1～30號,43.393,它43.393,,,10411,土地1建物1車位2,A五層=174.02,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10007,308.049,4房,2廳,3衛,有隔間,有管理組織,20500000,219993,坡道平面,0,0,無
北區,地+建,東大路四段61～90號,19.52,住19.52,,,10412,土地1建物1,A二層=41.08,5層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10403,60.912,2房,1廳,1衛,有隔間,無管理組織,4600000,249649,,0,0,無
東區,地+建,新莊街１８５巷31～60號,10.807,住10.807,,,10412,土地1建物1,A三層=27.04,11層,套房,見其他登記事項,鋼筋混凝土造,9612,53.896,1房,1廳,1衛,有隔間,有管理組織,3330000,204250,,0,0,無
北區,地+建+車,東大路二段541～570號,19.933,,鄉村區,乙建19.933,10410,土地1建物1車位1,A六層=36.56，見其他登記事項=9.47,9層,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,10307,109.454,1房,1廳,1衛,有隔間,有管理組織,5430000,169281,坡道平面,20.99,0,無
東區,土地,復興段211～240地號,154.407,它154.406,,,10412,土地15,,,土地,,,,0,,,,有隔間,無管理組織,10100000,216236,,0,0,無
東區,地+建,公園路241～270號,143.5,商37,,,10411,土地3建物1,,8層,透天厝,見其他登記事項,鋼筋混凝土造,8212,890.155,28房,14廳,22衛,有隔間,無管理組織,43925000,163125,,0,0,無
東區,地+建,埔頂路１３巷1～30號,75,工75,,,10408,土地1建物1,A一層=53.20，二層=53.20,2層,透天厝,住家用,加強磚造,6706,106.4,4房,2廳,3衛,有隔間,無管理組織,8130000,252594,,0,0,無
香山區,地+建,香北一路１９１巷1～30號,8.169,住8.169,,,10412,土地2建物1,A五層=16.78,5層,套房,住家用，見其他登記事項,鋼筋混凝土造,9507,29.813,1房,1廳,1衛,有隔間,有管理組織,1200000,133060,,0,0,無
東區,地+建+車,安康街７巷1～30號,67.737,住67.737,,,10411,土地1建物1車位1,A一層=40.41，二層=40.41，三層=40.41，四層=27.39,5層,透天厝,見其他登記事項，停車空間,鋼筋混凝土造,9003,244.006,4房,2廳,3衛,有隔間,無管理組織,15860000,214871,坡道平面,0,0,無
,建物,力行六路1～30號,0,,,,10412,建物1,A一層=14680.23，二層=11239.31，三層=14750.20，四層=4726.69，五層=4614.59，六層=2399.30，地下一層=6359.79，地下二層=6350.90，地下三層=4483.58,1層,廠辦,見其他登記事項,見其他登記事項，鋼筋混凝土造,8807,70414.55,,,,無隔間,有管理組織,810000000,38027,,0,0,無
北區,地+建,經國路二段１９５巷1～30號,4.469,商4.469,,,10412,土地1建物1,A三層=18.58,7層,套房,共同使用部份,見其他登記事項,10205,50.099,1房,1廳,1衛,有隔間,無管理組織,3200000,211151,,0,0,無
北區,地+建+車,天府路一段481～510號,9.845,住9.845,,,10412,土地1建物1車位1,A九層=62.10,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9705,112.739,3房,2廳,2衛,有隔間,有管理組織,4800000,140747,坡道平面,11.46,0,無
香山區,土地,港南段301～330地號,30.32,,特定農業區,甲建30.32,10412,土地1,,,土地,,,,0,,,,有隔間,無管理組織,2420000,263855,,0,0,無
香山區,土地,港南段511～540地號,132.24,,鄉村區,乙建132.24,10412,土地1,,,土地,,,,0,,,,有隔間,無管理組織,3200000,79995,,0,0,無
北區,地+建,天府路一段511～540號,7.887,住7.887,,,10411,土地1建物1,A二層=53.30,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9705,86.536,2房,2廳,1衛,有隔間,有管理組織,3500000,133704,,0,0,無
北區,地+建,經國路二段151～180號,9.446,商4.596住4.85,,,10412,土地1建物1,A十層=40.89,10層,套房,見其他登記事項,鋼筋混凝土造,9707,64.621,1房,1廳,1衛,有隔間,有管理組織,4080000,208717,,0,0,無
